Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
a3b0b5eb-36ea-eeac-d027-30d21125dabb,1959-08-20,,999-24-5186,S99922925,X67128245X,Mrs.,In373,Young120,Schowalter414,,Quigley282,M,white,nonhispanic,F,East Hemet  California  US,233 Hegmann Well,Walnut,California,Los Angeles County,6037,91768,34.05068171223957,-117.83624895987886,16358.44,0.00,95039
bc698bb9-1217-6de0-96b4-a63f4a3cfc0b,2018-12-20,,999-71-5788,,,,Sancho742,Vicente970,Vaca409,,,,white,hispanic,M,Puebla  Puebla  MX,128 Bashirian Green,Anaheim,California,Orange County,6059,92887,33.810317523364205,-117.98447715275987,500.00,5906.64,15471
b5f1035e-cb0c-45ed-3921-149da0c60b11,1955-01-21,,999-11-9886,S99957715,X531992X,Mr.,Alfred550,,Hintz995,,,M,hawaiian,hispanic,M,Rio del Mar  California  US,540 Donnelly Branch,Los Angeles,California,Los Angeles County,6037,90002,34.064558239477826,-118.16423553196627,6833.00,10257.84,6849
a2b2b561-f739-e49b-e484-c0ae9d8b890f,1976-12-03,,999-83-6737,S99944154,X54300067X,Mrs.,Lakenya863,Gregoria352,Rempel203,,Bradtke547,M,white,nonhispanic,F,Santa Maria  California  US,534 Rau Gateway,Rancho Cucamonga,California,San Bernardino County,6071,91701,34.16073407277321,-117.41453198087707,12242.28,0.00,99598
c232e5cf-e228-420c-3a3b-ffffcb99c527,1996-09-03,,999-81-6450,S99932972,X50585609X,Mr.,Guy979,Warren653,Bartell116,,,,hawaiian,nonhispanic,M,Placentia  California  US,712 Willms Highlands Apt 40,Riverside,California,Riverside County,6065,92506,33.882948672937474,-117.28807887407137,11884.20,0.00,80534
962d630f-ca7b-f988-07b2-5421748ea0a5,2004-11-06,,999-79-5041,S99958663,,Mr.,Ricardo560,,Canales95,,,,white,hispanic,M,San Juan  Puerto Rico  PR,459 Toy Haven,Lompoc,California,Santa Barbara County,6083,93436,34.57400617645375,-120.34068738472307,2482.76,8699.92,24434
54a3ec77-eee9-4de5-c26e-d17770726009,2014-06-08,,999-96-4156,,,,Hermine424,Rae910,Crist667,,,,white,nonhispanic,F,Los Angeles  California  US,1057 Jacobs Underpass Apt 43,Long Beach,California,Los Angeles County,6037,90804,33.82243500741944,-118.2003964864326,1000.00,6820.44,25882
f202974e-a2c8-ed93-00d8-5cd5438a171f,1987-09-02,,999-75-4995,S99973760,X83984680X,Mrs.,Raisa16,Leigh689,Keeling57,,Kris249,M,white,nonhispanic,F,Rialto  California  US,407 Farrell Village Suite 26,Rancho Cordova,California,Sacramento County,6067,95827,38.49411266576474,-121.07475347743407,11236.48,0.00,138533
358b5e0e-7287-36f7-ceb4-c22f5c8ce604,1992-05-12,,999-91-9589,S99965363,X44089747X,Mr.,Darwin703,Pete38,Waelchi213,,,M,asian,nonhispanic,M,Shanghai  Shanghai Municipality  CN,148 Cummerata Course Apt 35,San Diego,California,San Diego County,6073,91915,32.97466096638808,-117.15953690005817,11360.32,0.00,83865
6ca9015c-225c-7907-a473-13ddc7595e9b,1997-11-28,,999-69-8416,S99983653,X21398093X,Ms.,Tequila897,Minerva230,Bosco882,,,,white,hispanic,F,Los Angeles  California  US,669 Dickinson Avenue,Thousand Oaks,California,Ventura County,6111,91320,34.2078674461535,-118.86732694022324,4451.68,7432.52,26466
7a1dc382-1b22-79a3-9aa7-24c247d13f35,1988-12-05,,999-51-2089,S99913981,X58379883X,Ms.,Lael572,Temple691,Haag279,,,S,asian,hispanic,F,San Diego  California  US,655 Hegmann Trail Unit 11,Vista,California,San Diego County,6073,92078,33.20708362695926,-117.24990168127796,10963.78,0.00,61807
75a5785b-0fc6-daaa-f8bf-90734988ccc1,1986-01-30,,999-78-9322,S99920025,X45978124X,Mrs.,Elza246,Renita685,Hackett68,,Cremin516,M,white,nonhispanic,F,Temple City  California  US,190 Kemmer Byway,Woodland,California,Yolo County,6113,95776,38.70875110425185,-121.88906976555003,11519.24,0.00,71723
1e17500b-6200-707e-f4a9-e63cbfed8f16,1999-06-27,,999-36-1797,S99919059,X4591917X,Ms.,Elisa944,Mariana775,Madera340,,,,white,hispanic,F,Buenos Aires  Ciudad de Buenos Aires  AR,884 Schaden Vale Apt 45,Walnut,California,Los Angeles County,6037,91789,34.1234572822927,-117.88025146350259,11056.04,0.00,93568
e311a353-69a3-ca94-4aa3-24ba6df357bd,1975-04-13,,999-28-2433,S99941757,X28088151X,Mr.,Linwood526,Jacob959,Rohan584,,,D,asian,nonhispanic,M,Hong Kong  Hong Kong Special Administrative Region  CN,289 Walsh Course Apt 42,Los Angeles,California,Los Angeles County,6037,90005,33.99466178661982,-118.24654577911292,12252.34,0.00,133586
eb05711f-dfdc-084b-3694-a5bcf7affe60,1976-12-12,,999-48-3208,S99946698,X59978907X,Mrs.,Georgia502,,Flatley871,,Howe413,M,white,nonhispanic,F,Los Angeles  California  US,990 Hessel Loaf Apt 89,Granite Bay,California,Placer County,6061,95746,38.75083835602929,-121.13048082760632,12242.28,0.00,100527
5256fb78-1b53-9712-c9ac-997202dba291,2015-03-23,,999-69-9303,,,,Antonio44,Vicente970,Aguayo104,,,,white,hispanic,M,Marigot  Saint Andrew Parish  DM,605 Witting Gateway,Rosemont,California,Sacramento County,,00000,38.5252275357531,-121.3166534979386,900.00,6637.68,37690
cc5fcf6d-c35b-1ec3-c095-7d3a1b5b54cb,2013-08-19,,999-42-2974,,,,Al123,Lloyd546,Rath779,,,,native,nonhispanic,M,Union City  California  US,824 Dare Union,Tracy,California,San Joaquin County,6077,95377,37.63464866609048,-121.45669044031054,6432.79,1387.65,47890
ba0fdd0c-cb95-5f0e-80da-fc92e92241ec,1983-11-26,,999-29-6142,S99937942,X77732115X,Mrs.,Belen306,,Metz686,,Wilderman619,M,white,nonhispanic,F,Escondido  California  US,634 Hilpert Union Unit 80,Long Beach,California,Los Angeles County,6037,90713,33.76771292343308,-118.13294952604201,11802.00,0.00,192110
196066cc-9739-bc0c-e46d-bb8d6e71b636,1946-07-07,,999-21-3828,S99967540,X52421227X,Mr.,Jeffery551,Marcelo725,McGlynn426,,,D,white,hispanic,M,Winter Gardens  California  US,347 Paucek Gardens Suite 66,Lake of the Woods,California,Kern County,,00000,34.7905028269409,-118.9750575941733,17355.99,1590.33,102684
7c7eaaeb-60df-0b3f-bf26-67dd43e24cfc,2017-04-22,,999-40-2745,,,,Bennett146,Alfonso758,Marquardt819,,,,white,nonhispanic,M,South San Francisco  California  US,680 Lemke Ville Suite 32,San Francisco,California,San Francisco County,6075,94110,37.70799300440368,-122.43583867098592,6972.16,0.00,45962
ff22b683-bfd7-eb6b-7c87-4d0c0f901f8d,2017-08-21,,999-49-3549,,,,Tawna357,,Pfeffer420,,,,white,hispanic,F,Los Angeles  California  US,728 Pfeffer Vista,Carson,California,Los Angeles County,6037,90810,33.836722256568265,-118.24204946735742,6972.16,0.00,136469
31fa48ee-b91c-9fbd-57a1-beb36a228552,1968-04-16,,999-61-2341,S99928214,X78360356X,Mrs.,Lu473,,Breitenberg711,,Jaskolski867,D,white,nonhispanic,F,Sunnyvale  California  US,682 Legros Plaza Apt 15,San Diego,California,San Diego County,6073,91950,32.662507224299766,-117.25778351174648,10155.84,4076.52,39454
b1e1f007-6447-0ead-8f1d-8da20d651d58,2004-02-18,,999-34-5518,S99963789,X51575847X,Mr.,Garret233,Chance908,Kshlerin58,,,,white,nonhispanic,M,Riverside  California  US,1043 Will Club Suite 36,Solvang,California,Santa Barbara County,6083,93463,34.624307441845616,-120.09607639518133,11182.68,0.00,101068
aec12d94-a1a5-bd74-4545-294123c07817,1997-04-17,,999-67-6909,S99928274,X17313271X,Ms.,Nina110,,Paucek755,,,,asian,nonhispanic,F,Sacramento  California  US,263 Kuhic Junction Apt 57,Hermosa Beach,California,Los Angeles County,6037,90254,33.87107869482361,-118.38005709283213,11884.20,0.00,67021
c421e439-f7ec-1640-2ee9-5ca6bc568cd7,1970-06-10,,999-66-6152,S99970033,X4669925X,Mrs.,Lanita675,,Cronin387,,Ritchie586,M,white,nonhispanic,F,Santa Monica  California  US,546 Ferry Grove,Pleasanton,California,Alameda County,6001,94586,37.68662460844348,-121.90472569114051,13802.84,0.00,73197
1e649035-4877-7068-96b7-93a4aa52b712,2021-09-18,,999-16-3462,,,,Lorenzo669,José Emilio366,Regalado83,,,,white,hispanic,M,Bogota  Bogota  CO,584 Ebert Gateway Unit 3,Los Angeles,California,Los Angeles County,6037,90047,34.103064044706926,-118.24636075973098,300.00,4567.60,16592
1e2f1dbb-65e3-a3b4-6582-26a3d6a9c6aa,2020-07-13,,999-72-3687,,,,Jillian231,Asha251,Abbott774,,,,asian,nonhispanic,F,Beijing  Beijing Municipality  CN,630 DuBuque Crossroad Unit 7,South Whittier,California,Los Angeles County,,00000,33.885517235009864,-118.06026761687038,4192.23,1387.65,96050
7d618ae5-e39a-9bfc-497e-1de7a746fa9b,1990-05-04,,999-40-7217,S99915681,X31418585X,Mr.,Benito209,José Eduardo181,Adorno791,,,M,asian,hispanic,M,Puebla  Puebla  MX,758 Zieme Skyway Unit 85,Los Angeles,California,Los Angeles County,6037,90032,34.09451115583083,-118.22830314080144,10963.08,0.00,160686
80d9bda6-13da-ebec-e0ae-1a6855a02d45,1981-04-27,,999-22-6460,S99921018,X68036591X,Mr.,Lanny564,Bob965,Stiedemann542,,,S,white,nonhispanic,M,Los Angeles  California  US,591 Bergnaum Avenue,Long Beach,California,Los Angeles County,6037,90713,33.77366228841815,-118.2620021065402,12220.76,0.00,54013
457bf1ac-a16e-8527-cc05-a6d39d2e0b4c,1982-12-13,,999-89-8423,S99926691,X11349149X,Mrs.,Delma583,Catherina275,Auer97,,Beahan375,M,white,nonhispanic,F,Mission Viejo  California  US,793 Bashirian Green,San Bernardino,California,San Bernardino County,6071,92401,34.16586160519278,-117.3435027802842,4250.00,7552.00,19510
0f84a659-1302-b630-65d7-327dc4552460,1984-07-12,,999-18-8787,S99961698,X2203506X,Mrs.,Magnolia736,Samantha681,Cremin516,,Aufderhar910,D,white,hispanic,F,Grand Terrace  California  US,753 Turcotte Lodge Apt 44,Fresno,California,Fresno County,6019,93727,36.793814010224196,-119.80326463430794,11802.00,0.00,631139
aac07ec0-1ae7-2920-c205-339d34bd2458,1998-06-25,,999-86-9989,S99929955,X9511645X,Ms.,Josephina269,Piedad413,Von197,,,,white,nonhispanic,F,Azusa  California  US,420 Gerhold Bypass,Berkeley,California,Alameda County,6001,94702,37.89887144960486,-122.28294646363992,3000.00,8884.20,13134
036d7f9c-5ce0-3c82-3978-b6f9e94fd656,2018-02-20,,999-21-9955,,,,Wilbert25,Nathan164,Rempel203,,,,white,nonhispanic,M,Norwalk  California  US,662 Hoppe Highlands,Folsom,California,Sacramento County,6067,95670,38.57198533032275,-121.18824377154483,6689.40,0.00,140020
3433daba-25b8-09bb-3556-b157ad647267,1983-02-16,,999-20-3403,S99963147,X34620858X,Mrs.,Floretta117,Gabriela205,Doyle959,,McLaughlin530,D,white,nonhispanic,F,Corona  California  US,924 Kshlerin Highlands,Palo Alto,California,Santa Clara County,6085,94304,37.41717503067206,-122.1963136719413,4050.00,7206.60,20270
df6d1783-4651-d409-ce71-30ca11540166,2020-09-08,,999-89-8135,,,,Basil991,Max124,Kovacek682,,,,white,nonhispanic,M,San Diego  California  US,254 Weber Flat,Napa,California,Napa County,6055,94559,38.296009002188406,-122.26941632961963,400.00,5179.88,45785
60349839-7fb7-d2f4-6b39-957a6b81693b,2019-10-02,,999-22-2982,,,,Twanna669,Brigitte394,Mosciski958,,,,white,nonhispanic,F,Folsom  California  US,165 Schaefer Neck Unit 14,Sacramento,California,Sacramento County,6067,95826,38.512216328755336,-121.49409898661901,5579.88,0.00,129949
64044ced-1ee4-34ba-aa5b-13f826637f10,1966-09-18,,999-50-1646,S99989300,X10038577X,Mr.,Ramiro608,Enrique929,Romo23,,,S,white,hispanic,M,Roseau  Saint George  DM,146 Koepp Parade,El Paso de Robles (Paso Robles),California,San Luis Obispo County,6079,93446,35.64499142788386,-120.74767690882858,14106.42,0.00,53703
8078c99f-0f8e-0116-8f4e-8eb7b9029cf1,1997-05-03,,999-21-8799,S99953715,X12895706X,Ms.,Tiffaney302,,Collins926,,,,white,nonhispanic,F,Concord  California  US,300 Terry Trail,Diamond Springs,California,El Dorado County,6017,95619,38.70870720882264,-120.76607107026199,11338.80,0.00,52335
8f5e13d0-7c33-b8c5-088d-e7a1d4644840,1961-04-19,,999-68-5936,S99925582,X88320147X,Mrs.,Qiana980,Jerica256,O'Connell601,,Grant908,M,white,nonhispanic,F,Pasadena  California  US,209 Predovic Ville Unit 9,Camptonville,California,Yuba County,6115,95922,39.48776904263535,-121.1060309555615,16075.68,0.00,103340
b2fca26b-b2e7-cbe9-9d8f-772a1980a055,2019-02-04,,999-31-4257,,,,Olympia319,Betsey110,Wiza601,,,,asian,nonhispanic,F,Valinda  California  US,732 Romaguera Esplanade Unit 15,Citrus Heights,California,Sacramento County,6067,95610,38.65316926111972,-121.28576944418651,6406.64,0.00,48649
8c5bd964-444d-b0d2-a9c8-a036afb3e6fb,1974-10-23,,999-59-8198,S99966731,X17802334X,Ms.,Adriana394,Cristina921,Pineda243,,,S,black,hispanic,F,San Salvador  El Salvador  SV,324 Mraz Mission,Pleasanton,California,Alameda County,6001,94586,37.55063986185732,-121.88078443924924,12389.04,0.00,194793
7e4ce23d-d5ec-0a1f-6d16-438ea3d84527,2012-02-28,,999-27-2554,,,,Freddy176,Shelton25,Reichel38,,,,white,nonhispanic,M,Thousand Oaks  California  US,758 Rogahn Plaza,San Diego,California,San Diego County,6073,92123,32.742798687098905,-117.19406521353277,9475.36,0.00,137611
bfa0099e-be80-d4e5-f95e-4efa84ef8699,1973-09-15,,999-19-6419,S99970541,X9409816X,Mr.,Delmer311,Virgilio529,Treutel973,,,S,white,nonhispanic,M,Salinas  California  US,875 Schinner Trail,Santa Barbara,California,Santa Barbara County,6083,93109,34.45943808634735,-119.78208616146588,12671.80,0.00,80534
387cc69f-063f-3168-8585-7fe0ded75d8d,1982-09-15,,999-65-6435,S99974749,X23540204X,Mrs.,Mónica985,Emilia403,Cepeda588,,Flórez858,M,white,hispanic,F,Puebla  Puebla  MX,1048 Rippin Mission Suite 15,Covina,California,Los Angeles County,6037,91724,34.08373946088727,-117.94273895068052,11666.00,0.00,110016
c1997854-e5b9-2590-e6e9-51fc307e1fd8,1965-11-04,,999-98-6601,S99916619,X63701052X,Ms.,Sabra779,Gina573,Koss676,,,S,white,hispanic,F,Cerritos  California  US,805 Kub Mews Suite 62,Taft,California,Kern County,6029,93252,34.67344266364153,-119.24038263693122,14661.88,0.00,124296
87b318cb-2520-1f78-0d83-e490fc65bfcb,1999-12-17,,999-29-1708,S99979107,X82618882X,Mr.,Brendan864,Steve819,Brown30,,,,white,nonhispanic,M,Barstow  California  US,711 Hoppe Well Apt 11,Sacramento,California,Sacramento County,6067,95864,38.5697022128066,-121.46553339281404,11328.74,0.00,67317
415a119d-fe31-6069-22d6-526d8b4fe76b,2006-01-26,,999-92-3194,S99934557,,Ms.,Maricruz991,Domonique463,Cremin516,,,,white,nonhispanic,F,Placerville  California  US,1091 Boehm Ramp,San Jose,California,Santa Clara County,6085,95113,37.27543476474546,-121.83863973162416,10490.52,0.00,137589
30e0099e-8653-1b3c-405c-b9b6784cee29,2013-04-14,,999-53-5548,,,,Alix578,Felisha640,Reilly981,,,,other,nonhispanic,F,Riyadh  Riyadh  SA,537 Parker Burg Unit 51,Sacramento,California,Sacramento County,6067,95837,38.515459259265064,-121.34222804377903,1100.00,7411.20,35151
697d6fc9-8320-3e7f-288a-8ca3d2d61dda,2022-04-25,,999-52-4695,,,,Lamonica504,Trang668,Keebler762,,,,white,nonhispanic,F,Corona  California  US,725 Muller Avenue Apt 74,South Whittier,California,Los Angeles County,,00000,33.938669851723894,-118.03053801167019,200.00,4384.84,8210
d330c8c3-482b-37ed-2f75-2e5fb1c129fb,2003-11-10,,999-11-2135,S99962204,X89836611X,Mr.,Lewis216,Leopoldo762,Kemmer137,,,,white,nonhispanic,M,Long Beach  California  US,224 Hermann Manor,Vallejo,California,Solano County,6095,94534,38.09041489449734,-122.16843000290983,10339.03,843.65,194700
aa116b21-c807-62c3-d57a-f8d638c3e251,2018-12-18,,999-77-2658,,,,Jorge Luis88,Pablo44,Vázquez552,,,,white,hispanic,M,Panama City  Panama  PA,975 Deckow Meadow,Stockton,California,San Joaquin County,6077,95204,38.03214706438584,-121.30111485323062,500.00,5906.64,39959
ff4bdfaa-fdf5-960e-212c-a332b28d3b22,1953-01-19,,999-64-2258,S99978936,X45848972X,Mr.,Jarrett354,Archie818,Goyette777,,,D,white,nonhispanic,M,Santa Barbara  California  US,400 Jenkins Vista,Garden Grove,California,Orange County,6059,92845,33.75035346935161,-117.90361676701112,16900.04,1301.72,70296
ff738117-857f-5c25-1f3d-9d2e2d3ff6dd,1982-07-03,,999-67-8030,S99933388,X67345043X,Mr.,Willian804,Ian270,Zulauf375,,,D,white,nonhispanic,M,Hermosa Beach  California  US,277 Hermiston Ranch,San Clemente,California,Orange County,6059,92672,33.41300440739891,-117.64612314411279,11703.51,517.25,762858
2d3f1eee-969e-9132-c41a-94cf215da2c4,1978-07-03,,999-20-5346,S99992690,X54758354X,Mrs.,Daniela614,,Miranda712,,Téllez750,D,white,hispanic,F,Caracas  Capital District  VE,530 Denesik Gate,Brentwood,California,Contra Costa County,6013,94513,37.87324887238353,-121.71115034444611,12377.58,0.00,95247
9c1db77f-a1bd-be0f-eaa7-464bc74cbbde,1914-03-26,,999-64-8804,S99984193,X64416328X,Mr.,Adán600,Sancho742,Laureano185,,,M,asian,hispanic,M,Marigot  Saint Andrew Parish  DM,328 Ruecker Lane Apt 87,San Francisco,California,San Francisco County,6075,94121,37.758850921517585,-122.49376138339503,20887.92,2618.72,60348
36b05689-17f5-007b-46d0-32e160014520,1942-09-16,,999-44-5833,S99979834,X82320039X,Mrs.,Marlin805,,Prohaska837,,Haley279,D,black,nonhispanic,F,Los Gatos  California  US,758 Raynor Vista,Salinas,California,Monterey County,6053,93905,36.69245303789531,-121.63496004311445,18315.19,1761.47,192393
a9521500-c2c1-a114-bfa1-5707f32913f2,2004-08-04,,999-82-6596,S99963716,X42801761X,Mr.,Salvatore257,Errol226,Howe413,,,,asian,nonhispanic,M,Busan  Busan  KR,797 Feeney Course,Los Altos Hills,California,Santa Clara County,6085,94022,37.40564546652553,-122.17478193345848,11182.68,0.00,854110
9b3767a0-5d71-3f87-a1b2-b8c29ca84e4b,1940-11-10,,999-81-3472,S99969643,X83037219X,Mrs.,Wenona350,Camilla89,Green467,,Blick895,M,native,nonhispanic,F,Roseville  California  US,1016 Rowe Center Apt 46,Cedar Ridge,California,Tuolumne County,6061,95924,38.0383168752695,-120.2692689444772,15540.57,4558.31,34316
3cab9cc1-ec64-f364-cdb5-acd4898a3efa,2009-06-04,,999-24-4422,,,,Oleta341,Danuta945,O'Keefe54,,,,white,hispanic,F,Port Hueneme  California  US,219 Sanford Wynd,San Bernardino,California,San Bernardino County,6071,92401,34.169087037699384,-117.30074904906104,1600.00,8859.64,6009
aafc73b0-89cc-124f-0459-0467c001c7d1,1953-05-04,,999-78-3868,S99930722,X30345159X,Mrs.,María Elena653,Dolores502,León820,,Alarcón922,M,white,hispanic,F,Bogota  Bogota  CO,943 Abernathy Hollow Apt 87,Rowland Heights,California,Los Angeles County,6037,91748,34.00036092782524,-117.92062151691673,16786.07,996.93,148562
1fe3c7e3-7386-f73a-c59c-9aaa28c9ce72,1995-09-25,,999-78-9668,S99921612,X32598067X,Mr.,Alfonso758,Joaquín233,Jaramillo133,,,M,white,hispanic,M,Marigot  Saint Andrew Parish  DM,145 Jast Frontage road,Riverside,California,Riverside County,6065,92553,33.89747498583192,-117.2513847868093,3350.00,8816.96,11615
648e33a7-9e9c-70e8-cba5-e3fbdfbb6e99,1967-11-10,,999-58-2295,S99990149,X31043527X,Mr.,Teodoro374,Arnoldo445,Larkin917,,,M,white,nonhispanic,M,Lake Elsinore  California  US,178 Smith Union,Norwalk,California,Los Angeles County,6037,90670,33.94985335821756,-118.03889879661436,14232.36,0.00,99471
c5553b78-96f2-01cd-c16f-c2f7bd0848f6,1990-06-07,,999-48-5587,S99935244,X2477475X,Mrs.,Rheba182,Emilie407,Lynch190,,Rodriguez71,M,white,nonhispanic,F,Granite Bay  California  US,729 Nienow Divide Unit 88,Newport Beach,California,Orange County,6059,92663,33.61894793134234,-117.80733980145042,10708.47,517.25,915318
11ad0247-271f-f811-50ee-88299d7a9c12,1998-09-28,,999-29-3622,S99995429,X13444158X,Ms.,Lourdes258,Olivia294,Solorio55,,,,asian,hispanic,F,San Salvador  El Salvador  SV,662 Rowe Wynd Suite 47,San Francisco,California,San Francisco County,6075,94131,37.74527062426295,-123.0682230068317,3100.00,8784.20,14499
c918134f-956c-c6a0-7310-f6c07269e259,1961-06-28,,999-69-4373,S99993561,X79123290X,Mr.,Arthur650,Lorenzo669,Langosh790,,,S,white,nonhispanic,M,Los Angeles  California  US,468 Jacobson Ranch Unit 39,Brea,California,Orange County,6059,92870,33.89418198272033,-117.80883112525035,15792.92,0.00,494316
c23729f5-04f3-627c-3b81-7f5801618e85,2022-01-21,,999-20-7336,,,,Shakita329,Numbers230,Jones311,,,,white,nonhispanic,F,San Jose  California  US,813 Yundt Knoll,East Foothills,California,Santa Clara County,,00000,37.33931427415323,-121.85611030723437,3479.95,1387.65,179791
01685976-b658-877f-295e-5cbc4c761d5b,1998-04-19,,999-48-6440,S99955298,X75971598X,Ms.,Debroah867,Norine97,Nolan344,,,,white,nonhispanic,F,Victorville  California  US,837 Nader Track,California City,California,Kern County,6029,93505,35.11562466759016,-117.84977411250995,4401.68,7482.52,43409
2edcd6be-a9eb-4b5f-394f-ecc2356c4572,1987-09-20,,999-13-7701,S99982310,X68611381X,Mrs.,Lilliana632,,Cole117,,Ritchie586,M,native,nonhispanic,F,Los Angeles  California  US,216 Baumbach Pathway Suite 13,Temecula,California,Riverside County,6065,92592,33.5742717414486,-117.15524048563096,11236.48,0.00,129685
e49bb447-5726-bdd0-5269-9202a05828cc,1998-11-11,,999-92-3145,S99967414,X44846427X,Ms.,Reta616,Tiny880,O'Reilly797,,,,asian,nonhispanic,F,Macau  Macao Special Administrative Region of the People's Republic of China  CN,214 O'Keefe Divide,San Jose,California,Santa Clara County,6085,95121,37.28440826420268,-121.85175539751167,11884.20,0.00,86860
95549345-2fa1-8280-860e-261570e87765,2007-11-02,,999-18-5611,S99960116,,,Julietta740,Jame231,Bernhard322,,,,asian,nonhispanic,F,Busan  Busan  KR,610 Altenwerth Well,Glendale,California,Los Angeles County,6037,90039,34.18289028133676,-118.19641032272362,1600.00,8733.00,40341
0bf2742f-e0b4-4a8d-c79f-c5d041161f73,2019-06-19,,999-36-7037,,,,Collin529,Yong583,Huel628,,,,white,nonhispanic,M,Rancho Cordova  California  US,610 Brekke Key Unit 14,Simi Valley,California,Ventura County,6111,93063,34.240231691388956,-118.83222121354606,500.00,5906.64,18475
3c7fc94d-90de-9137-5fbd-7b8a96d4198c,1993-11-15,,999-21-1103,S99996564,X30001532X,Mr.,Tyrone215,Ivory697,Harvey63,,,M,white,nonhispanic,M,Collierville  California  US,737 Fahey Corner,San Francisco,California,San Francisco County,6075,94133,37.757937619439225,-122.38846154737939,11758.96,0.00,75625
a37191da-4375-e86f-92a5-040b96427f3a,1971-05-28,,999-58-3568,S99960639,X63430450X,Mrs.,Lawana430,,Corwin846,,Muller251,M,white,nonhispanic,F,Santa Monica  California  US,831 Williamson Ville,Garden Grove,California,Orange County,6059,92841,33.76746760442329,-117.87691109874766,13520.08,0.00,852608
34b89abc-a5c6-2978-e628-ad4dc6007fa6,1978-07-28,,999-81-4429,S99987988,X20113279X,Mr.,Donovan745,Demarcus108,Wisoky380,,,M,white,hispanic,M,North Fair Oaks  California  US,533 Raynor Center Apt 63,San Jose,California,Santa Clara County,6085,95035,37.29788602249343,-121.94102545446114,12104.88,0.00,99097
fb02cc16-1b96-6f00-df87-1b02170fe252,1975-02-04,,999-78-5372,S99930946,X38321185X,Mr.,Jamaal34,Paul232,Bahringer146,,,S,white,nonhispanic,M,Los Angeles  California  US,558 Douglas Tunnel Suite 4,San Jose,California,Santa Clara County,6085,95139,37.21824925769636,-122.0667135006132,11843.64,0.00,127254
ad8873b9-3012-1c0c-0a9c-12e8edd982de,1968-12-06,,999-25-6250,S99982832,X17905987X,Mrs.,Julia241,Blanca837,Mora209,,Velázquez409,M,white,hispanic,F,Carolina  Puerto Rico  PR,189 Effertz Crossroad,Temecula,California,Riverside County,6065,92590,33.51956463057364,-116.99684504477605,13676.90,0.00,66926
18566cba-7ed3-5ccc-c608-be3557994418,1952-08-03,,999-76-4478,S99945415,X84123478X,Mr.,Malcolm243,Mauro926,Stamm704,,,W,white,hispanic,M,Fresno  California  US,588 Watsica Drive,Firebaugh,California,Fresno County,6019,93622,36.813329199682194,-120.60899517409257,6720.00,11481.76,20716
5084e7e5-136e-1df8-f8b8-374402532619,1995-03-22,,999-81-8949,S99936797,X2961454X,Mr.,Felipe97,Andrés117,Gurule738,,,M,white,hispanic,M,Puebla  Puebla  MX,408 Bartell Ramp,Calexico,California,Imperial County,6025,92249,32.769818308999106,-115.42706178453234,3150.00,8471.56,2845
7645b841-195b-fba4-15c0-8075b88cf434,1979-08-23,,999-94-4317,S99929079,X20022383X,Mr.,Roberto515,Rolland302,Tremblay80,,,M,white,nonhispanic,M,San Diego  California  US,114 Dach Camp,La Habra,California,Orange County,6059,92835,33.88396964086069,-117.93062991759452,4500.00,7867.52,21882
35eaab34-0d65-d1ab-8858-4ed8925053f5,1988-05-23,,999-25-8961,S99969064,X18599318X,Mrs.,Erline657,Nan75,Harris789,,Nikolaus26,W,asian,nonhispanic,F,Merced  California  US,340 Graham Esplanade,San Diego,California,San Diego County,6073,91945,32.73108474621081,-117.19342371320103,3900.00,7336.48,21630
09fea08f-1411-59ae-26dc-40a15f7fd9f2,1954-11-12,,999-35-7470,S99914336,X80161614X,Mrs.,Cristina921,Pilar644,Saldaña5,,Rivero165,D,white,hispanic,F,Buenos Aires  Ciudad de Buenos Aires  AR,874 Runolfsson Junction Unit 61,Garden Grove,California,Orange County,6059,92845,33.78386134201421,-117.91877122794035,6720.00,10916.24,19498
1e32e67b-c14d-dd6a-043b-e308ddf9450a,1985-09-24,,999-74-3110,S99949663,X86939566X,Mr.,Jamel269,Orval846,Borer986,,,S,white,hispanic,M,Atascadero  California  US,406 Prohaska Estate,Bellflower,California,Los Angeles County,6037,90706,33.87785606733198,-118.07876067627048,11383.24,0.00,182628
f73ad280-ec75-83e1-1b50-fff9e486ed68,1979-08-14,,999-12-6873,S99974819,X36252861X,Mr.,Marlon619,,Jacobi462,,,M,white,hispanic,M,San Jose  California  US,669 Mitchell Grove Suite 51,Orange,California,Orange County,6059,92861,33.782579234372335,-117.85177221665174,11822.12,0.00,117873
0c624ddf-9e72-021f-e21f-898b81ef5c21,2003-08-09,,999-30-5052,S99940731,X70702552X,Mr.,Joaquín233,,Castillo397,,,,white,hispanic,M,Carolina  Puerto Rico  PR,811 Gusikowski Trailer,Redwood City,California,San Mateo County,6081,94065,37.55757361855216,-122.2460025452677,10339.03,843.65,382161
